Date,Company/Brand,Founded,HeadQuarter,Founders,Investor,Amount($),Stage,Year,Sector,NumFounders,total_investors
2020-01-30,Toch,2016,Bangalore,"['Vinayak Shrivastav', ' Saket Dandotia', ' Alok Patil']",Inflection Point Ventures,400000.0,Series A,2020,Media/Entertainment,3,1
2020-01-30,Charcoal Eats,2015,Mumbai,"['Anurag Mehrotra', ' Krishnakant Thakur', ' Mohammed Bhol', ' Gautam Singh']",Lokmat Investments,2000000.0,Series A,2020,Technology,4,1
2020-01-30,Hopscotch,2011,Mumbai,['Rahul Anand'],"Marc Lore, Rise Capital",25000000.0,Series A,2020,E-Commerce,1,2
2020-01-30,ShopUp,2017,Bangaldesh,"['Afeef Zaman', ' Ataur Rahim Chowdhury', ' Siffat Sarwar']","Flourish Ventures, Lonsdale Capital",22000000.0,Series A,2020,E-Commerce,3,2
2020-01-30,MaxWholesale,2016,Delhi,['Samarth Agrawal'],"IAN Fund-I,  Al Falaj Investment Company (AFI)",3000000.0,Series A,2020,E-Commerce,1,2
2020-01-30,Uni,2016,Mumbai,['Nitin Gupta'],"Lightspeed India Partners, Accel India",18500000.0,Seed,2020,FinTech,1,2
2020-01-30,BiteSpeed,2019,Gurugram,"['Vinayak', ' Kshitij Abhishek', ' Apoorv Sadana']",Whiteboard Capital,275000.0,Seed,2020,E-Commerce,3,1
2020-01-31,Svami,2016,Mumbai,['Sahil Jatana'],"Niren Shah, Rukam Capital Trust",800000.0,Series A,2020,Consumables,1,2
2020-01-31,Sabse Sasta Dukaan,2016,Kolkata,"['Anish Agarwal', ' Anant Jain']",Angel investors,3000000.0,Series A,2020,Healthcare,2,1
2020-01-31,Credgenics,2018,Delhi,"['Anand Agrawal', ' Mayank Khera', ' Rishabh Goel']","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech,3,2
2020-01-31,Ahaguru,2012,Chennai,"['Gomathi S', ' Dr Balaji Sampath']",Anand Mahindra,3000000.0,Series A,2020,Education,2,1
2020-02-01,Dukaan,2020,Mumbai,"['Subhash Choudhary', ' Suumit Shah']","Lightspeed, Matrix Partners.",6000000.0,Seed,2020,Technology,2,2
2020-02-01,Shilpa Sciences,2014,Bangalore,['Ashwin Lal'],AngelList India,3000000.0,Pre-series A,2020,Healthcare,1,1
2020-02-02,IDfy,2011,Mumbai,"['Ashok Hariharan', ' Vineet Jawa']","Millenna FVCI III, NB Ventures, Dream Incubator",2110000.0,Series A,2020,Technology,2,3
2020-02-02,Yumlane,2016,Mumbai,['Hitesh Ahuja'],Jetty Ventures,1000000.0,Pre-series A,2020,Technology,1,1
2020-02-03,F5,2018,Bangalore,"['Raghav Arora', ' Lalit Kumar Aggarwal']",Venture Catalysts,3000000.0,Series A,2020,Consumer Services,2,1
2020-02-03,Brainwired,2018,Kerala,"['Sreeshankar S Nair', ' Romeo P Jerard']","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",3000000.0,Series A,2020,Technology,2,3
2020-02-03,Servify,2015,Mumbai,['Sreevathsa Prabhakar'],"Blume Ventures, Tetrao",23000000.0,Series C,2020,Other,1,2
2020-02-03,Financepeer,2017,Mumbai,"['Debi Prasad Baral', ' Naveesh Reddy', ' Rohit Gajbhiye', ' Sunit Gajbhiye']","Ravi Sanghvi, PitchRight Venture",3000000.0,Pre-series A,2020,Education,4,2
2020-02-04,Chaayos,2012,Bangalore,"['Nitin Saluja', ' Raghav Verma']",Think Investment,21500000.0,Series A,2020,Consumables,2,1
2020-02-05,ITILITE,2016,Bangalore,"['Mayank Kukreja', ' Anish Khadiya']","Greenoaks Capital, Vy Capital. Matrix Partners India",13000000.0,Series B,2020,Logistics,2,2
2020-02-05,Samunnati,2014,Chennai,['Anil Kumar'],"responsAbility, Accel",20000000.0,Debt,2020,Agriculture,1,2
2020-02-05,Brinton,2014,California,['Rahul Darda'],"India Alternatives Private Equity Fund, Tata Capital",1300000.0,Debt,2020,Healthcare,1,2
2020-02-06,Vedantu,2011,Bangalore,"['Saurabh Saxena', ' Pulkit Jain', ' Anand Prakash', ' Vamsi Krishna']",Coatue,100000000.0,Series D,2020,Education,4,1
2020-02-06,Bounce,2014,Bangalore,"['Vivekananda Hallekere', ' Anil Giri Raju', ' Arun Agni']",InnoVen Capital,6500000.0,Series A,2020,Automotive,3,1
2020-02-06,Wellthy Therapeutics,2016,Bangalore,['Abhishek Shah'],Saama Capital,4000000.0,Pre-series A,2020,Healthcare,1,1
2020-02-06,Plum,2019,Bangalore,"['Abhishek Poddar', ' Saurabh Arora']",Incubate Fund,927000.0,Seed Round,2020,Healthcare,2,1
2020-02-07,The ePlane,2016,Chennai,"['Satya Chakravarthy', ' Pranjal Mehta']",Speciale Invest,3000000.0,Seed,2020,Technology,2,1
2020-02-07,Newsreach,2018,Gujarat,"['Darshan Shah', ' Soniya Kundnani']",Mumbai Angels,3000000.0,Series A,2020,Media/Entertainment,2,1
2020-02-08,Yolo,2019,Gurugram,"['Shailesh Gupta', ' Mukul Shah', ' Danish Chopra']",Undisclosed,600000.0,Seed Round,2020,Logistics,3,1
2020-02-09,Gourmet Garden,1999,Queensland,['Arjun Balaji'],Advent Partners,3000000.0,Series A,2020,Consumer Services,1,1
2020-02-09,Rentmojo,2012,Bangalore,['Geetansh Bamania'],"Gautam Dalmia, Pratithi Investment Trust, Shri Investment",2980000.0,Series A,2020,Logistics,1,3
2020-02-09,Vahak,2017,Bangalore,"['Karan Shaha', ' Vikas Chandrawat']","Leo Capaitals, Amit Gupta, Abhishek Goyal, Ramakant Sharma, Harsh Pokhran",3000000.0,Seed Round,2020,Logistics,2,5
2020-02-10,FoodyBuddy,2015,Belgaum,"['Akil Sethuraman', ' Anup Gopinath', ' Rachna Rao']",Rebel Foods,600000.0,Series A,2020,Consumables,3,1
2020-02-10,goStops,2012,Delhi,"['Pallavi Agarwal', ' Pankaj Parwanda']",Atraxn Partners.,3000000.0,Series A,2020,Real Estate,2,1
2020-02-10,Biddano,2016,Mumbai,['Talha Shaikh'],Windrose Capital,600000.0,Pre-series A,2020,Automotive,1,1
2020-02-11,AFK Gaming,2012,Mumbai,['Nishant Patel'],Venture Catalysts,200000.0,Pre-series A,2020,Media/Entertainment,1,1
2020-02-11,Postman,2014,Bangalore,"['Abhijit Kane', ' Abhinav Asthana', ' Ankit Sobti']",Insight Partners,150000000.0,Series C,2020,Technology,3,1
2020-02-12,OckyPocky,2015,Gurugram,['Amit Agrawal'],"SucSEED Venture Partners, ah! Ventures",400000.0,Seed,2020,Education,1,2
2020-02-12,Pando,2017,Chennai,"['Jayakrishnan', ' Abhijeet Manohar']",Chiratae Ventures,9000000.0,Series A,2020,Technology,2,1
2020-02-12,Big Basket,2016,Bangalore,"['Abhinay Choudhari', ' Hari Menon', ' Vipul Parekh', ' VS Sudhakar']",Alibaba Holdings,60000000.0,Series A,2020,Other,4,1
2020-02-13,Rare Planet,2015,Kolkata,"['Ranodeep Saha', ' Vijay Kumar']",Venture Catalysts,400000.0,Pre-series A,2020,Consumer Services,2,1
2020-02-13,Hire Me Car,2015,Noida,['Anmol Singh Jaggi'],US based NRI Investors,3000000.0,Seed,2020,Logistics,1,1
2020-02-13,Ensuredit,2019,Gurugram,"['Amit', ' Rohit Sadhu', ' and Vikas Ranga']",Venture Catalysts,300000.0,Pre-series A,2020,FinTech,3,1
2020-02-14,Teachmint,2016,Bangalore,"['Mihir Gupta', ' Payoj Jain', ' Divyansh Bordia', ' Anshuman Kumar']",Better Capital,3000000.0,Series A,2020,Education,4,1
2020-02-14,FamPay,2016,Bangalore,['Kush Taneja'],"Y Combinator, Venture Highway, Sequoia India, Global Founders Capital",4700000.0,Seed Round,2020,FinTech,1,4
2020-02-14,Infurnia,2014,Bangalore,"['Lovepreet Mann', ' Nikhil Kumar', ' Parul Jain']","Pallav Nadhani, Idein Ventures",240000.0,Series A,2020,Technology,3,2
2020-02-15,Teach Us,2016,Bangalore,['Byju Raveendran'],Angel investors,12700.0,Seed Round,2020,Education,1,1
2020-02-16,Ola Electric,2016,Bangalore,"['Ankit Jain', ' Anand Shah']",Pawan Munjal Family Trust Fund,1000000.0,Series A,2020,Logistics,2,1
2020-02-16,Bambrew,2018,Bangalore,['Vaibhav Anant'],Upsparks,3000000.0,Pre-seed,2020,Consumer Services,1,1
2020-02-17,GrayQuest,2017,Mumbai,['Rishab Mehta'],Foundation Holdings,1000000.0,Pre-series A,2020,Education,1,1
2020-02-17,AjnaLens,2014,Thane,"['Abhijit Patil', ' Abhishek Tomar', ' Pankaj Raut']","Mohsin Hani Al Bahrani, MoD",1000000.0,Bridge,2020,Technology,3,2
2020-02-17,GetVantage,2016,Mumbai,['Bhavik Vasa'],"Samyakth Capital, Venture Catalysts",3000000.0,Seed Round,2020,FinTech,1,2
2020-02-17,Furlenco,2012,Bangalore,['Ajith Mohan Karimpana'],"Chowdry Associates, Lightbox",10000000.0,Series A,2020,E-Commerce,1,2
2020-02-17,Chai Kings,2016,Chennai,"['Jahabar Sadique', ' Balaji Sadagopan']",The Chennai Angels (TCA),1000000.0,Series A,2020,Consumables,2,1
2020-02-18,EkAnek,2018,Delhi,"['Chandranshu Sinha', ' Kartik Sheth']","Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,2020,Technology,2,2
2020-02-19,Aviom,2016,Delhi,['Kajal Ilmi'],"Insitor Partners, C4D Partners",682000.0,Debt,2020,Finance,1,2
2020-02-19,PhonePe,2015,Delhi,"['Burzin Engineer', ' Rahul Chari', ' Sameer Nigam']",Flipkart,700000000.0,Series A,2020,FinTech,3,1
2020-02-20,Genius Corner,2014,Noida,"['Vishal Khatter', ' Dheeraj Khatter', ' Dipak Varshney']","Mahesh Mohta, Jyoti Arora, Nachu Subramanian, Srivats",250000.0,Series A,2020,Education,3,4
2020-02-21,Digit Insurance,2016,Bangalore,['Kamesh Goyal'],"A91 Partners, Faering Capital, TVS Capital",84000000.0,Series A,2020,FinTech,1,3
2020-02-21,Pixxel,2019,Bangalore,"['Kshitij Khandelwal', ' Awais Ahmed']","Lightspeed India Partners, Blume Ventures, GrowX ventures",5000000.0,Seed Round,2020,Technology,2,3
2020-02-21,RaRa Delivery,2016,Bangalore,['Karan Bhardwaj'],"Der Shing Lim, 500 startups",800000.0,Seed Round,2020,Logistics,1,2
2020-02-21,Crimson Healthcare,2015,Delhi,"['Pranav Chopra', ' Neeraj Kumar']",Mumbai Angels Network,229800.0,Series A,2020,Technology,2,1
2020-02-21,Driftly Electric,2016,Bangalore,['Sneha Roy'],MG Motor India,3000000.0,Series A,2020,Automotive,1,1
2020-02-21,BLive,2018,Bangalore,"['Samarth Kholkar', ' Sandeep Mukherjee']",Mumbai Angels Network,3000000.0,Pre-series A,2020,Energy,2,1
2020-02-22,Chqbook,2017,Gurugram,"['Vipul Sharma', ' Rajat Kumar', ' Sachin Arora', ' Mohit Goel']",Aavishkaar Capital,5000000.0,Series A,2020,FinTech,4,1
2020-02-22,NCOME,2020,Delhi,['Ritesh Tiwari'],"Venture Catalysts, PointOne Capital",400000.0,Series A,2020,Finance,1,2
2020-02-23,Plum,2019,Bangalore,"['Abhishek Poddar', ' Saurabh Arora']","Surge, Tanglin Venture Partners",4100000.0,Series A,2020,Healthcare,2,2
2020-02-24,GroCurv,2019,Gurugram,"['Venkatesh Rangachari', ' Vipul Gupta']",Unicorn Investments Pte Ltd,3000000.0,Seed Round,2020,E-Commerce,2,1
2020-02-24,HealthPlix,2016,Bangalore,"['Raghuraj Sunder Raju', ' Prasad Basavaraj', ' Sandeep Gudibanda']","JSW Ventures, Chiratae Ventures, Kalaari Capital",6000000.0,Series B,2020,Healthcare,3,3
2020-02-25,CamCom,2017,Bangalore,"['Ajith Nayar', ' Umesh', ' Mahesh Subramanian']","Triton Investment Advisors,",3000000.0,Series A,2020,Technology,3,2
2020-02-25,Whatfix,2014,Bangalore,"['Khadim Batti', ' Vara Kumar']",Sequoia Capital India,32000000.0,Series C,2020,Technology,2,1
2020-02-25,Tekion,2016,San Ramon,"['Guru Sankararaman', ' Jay Vijayan']","Alliance Ventures, Storm Ventures",150000000.0,Series C,2020,Technology,2,2
2020-02-25,Railofy,2019,Mumbai,"['Rohan Dedhia', ' Vaibhav Saraf', ' Hrishabh Sanghvi']","Roots Ventures, Better Capital",5000000.0,Seed,2020,Logistics,3,2
2020-02-26,CityCash,2017,Mumbai,['Vineet Toshniwala'],Orios Venture Partners,1000000.0,Seed Round,2020,FinTech,1,1
2020-02-27,Origo,2010,Gurugram,"['Sunoor Kaul', '']",Northern Arc Capital,4000000.0,Debt,2020,Technology,2,1
2020-02-27,Oga,2016,Bangalore,['Ashish Rawat'],Inflection Point Ventures,330000.0,Series A,2020,Wellness/Beauty,1,1
2020-02-27,Wealth Bucket,2018,Bangalore,"['Himanshu Jain', ' Pulkit Jain']","NorthStar, Vinod Khatumal",3000000.0,Series A,2020,FinTech,2,2
2020-02-27,Voosh,2020,Bangalore,['Priyam Saraswat'],Better Capital,3000000.0,Pre-seed,2020,Consumables,1,1
2020-02-28,Nykaa,2012,Mumbai,['Falguni Nayar'],"Alia Bhatt, Katrina Kaif",3000000.0,Series A,2020,Wellness/Beauty,1,2
2020-02-29,Cub McPaws,2018,Mumbai,"['Shah', ' Abhay Bhat']",Venture Catalysts,800000.0,Pre-series A,2020,Technology,2,1
2020-02-29,Quintype,2014,Bangalore,['Chirdeep Shetty'],IIFL AMC,3500000.0,Series A,2020,Technology,1,1
2020-02-29,Vivriti Capital,2017,Chennai,"['Gaurav Kumar', ' Vineet Sukumar']",LGT Lightstone Aspada,50000000.0,Series B,2020,FinTech,2,1
2020-02-29,ShareChat,2015,Bangalore,"['Ankush Sachdeva', ' Bhanu Pratap Singh', ' Bhanu Singh', ' Farid Ahsan']","Lightspeed venture partners, saif partners",40000000.0,Pre-series C,2020,Other,4,2
2020-02-29,Disprz,2015,Chennai,"['Kuljit Chadha', ' Subramanian Viswanathan']","Xseed Partners, InnoVen Capital",1600000.0,Pre-series B,2020,Education,2,2
2020-03-01,QuaQua,2016,Hyderabad,"['Purav Shah', ' Sandesh Reddy']",Anthill Ventures,1000000.0,Series A,2020,Logistics,2,1
2020-03-01,TrueFan,2020,Mumbai,"['Nimish Goel', ' Nevaid Aggarwal', ' Devender Bindal']","Mayfield India, Saama Capital, Ronnie Screwvala",4300000.0,Seed Round,2020,Media/Entertainment,3,3
2020-03-02,Biomoneta,2016,Bangalore,['Dr Janani Venkatraman'],"Beyond Next Ventures, ArthaVida Ventures, Dr Aniruddha Malpani",3000000.0,Seed Round,2020,Other,1,3
2020-03-02,SucSEED,2016,Hyderabad,['Vikrant Varshney'],"DR. Moti Vyas, Udit Goyal",1300000.0,Series A,2020,Finance,1,2
2020-03-02,PayMart,2015,Chandigarh,['Amit Narang'],"IIM Ahmedabad’s incubator (CIIE.CO),Chandigarh Angels Network",3000000.0,Series A,2020,FinTech,1,2
2020-03-03,Gonuts,2020,Mumbai,"['Vinamra Pandiya', ' Mayank Gupta', ' Joji George']","Sweta Rau, Archana Priyadarshini",400000.0,Seed,2020,Media/Entertainment,3,2
2020-03-03,Big Bang Boom Solutions,2018,Chennai,"['Dr. R. Shivaraman', ' Praveen Dwarakanath']","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,2020,Technology,2,2
2020-03-03,SAWO Labs,2020,Mumbai,['Prabhat Sahu'],"StartupXseed Ventures, 100X.VC",600000.0,Seed,2020,Technology,1,2
2020-03-03,Daily Ninja,2014,Haryana,['Sagar Yarnalkar'],Big Basket,349800.0,Series A,2020,E-Commerce,1,1
2020-03-04,Supplynote,2015,Noida,"['Abhishek Verma', ' Harshit Mittal', ' Kumar Kushang', ' Nitin Prakash']","MOX, SOSV",500000.0,Seed,2020,Technology,4,2
2020-03-04,Kyt,2020,Singapore,"['Bhavik Rathod', ' Tripti Ahuja']",Sequoia Capital India’s Surge,2500000.0,Series A,2020,Education,2,1
2020-03-06,3one4 Capital,2016,Bangalore,"['Pranav Pai', ' Siddarth Pai']",Venture Catalysts,100000000.0,Series A,2020,Finance,2,1
2020-03-06,Rare Planet,2015,Kolkata,"['Ranodeep Saha', ' Vijay Kumar']",Venture Catalysts,3000000.0,Pre-series A,2020,Technology,2,1
2020-03-07,Earth Energy EV,2017,Mumbai,['Rushi Shenghani'],LR Joshi,3000000.0,Seed Round,2020,Automotive,1,1
2020-03-07,EM3 Agri,2013,Noida,"['Rohtash Mal CMD', ' Adwitiya']","Global Innovation Fund, Soros Economic Development Fund",1000000.0,Series A,2020,Technology,2,2
2020-03-07,Aibono,2014,Bangalore,['Vivek Rajkumar'],"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,2020,Technology,1,2
2020-03-07,MasterG,2015,Delhi,['Gayatri Jolly'],Acumen Fund's angel programme,3000000.0,Series A,2020,Lifestyle,1,1
2020-03-07,NEETprep,2016,Delhi,['Kapil Gupta'],IndiaQuotient,3000000.0,Series A,2020,Education,1,1
2020-03-08,VerSe Innovation,2007,Bangalore,['Virendra Gupta'],Google,100000000.0,Series A,2020,Technology,1,1
2020-03-09,Hire Me Car,2016,Noida,['Pankaj Sharma'],Venture Catalysts,3000000.0,Seed,2020,Automotive,1,1
2020-03-09,Anveshan,2019,Bangalore,"['Aayushi Khandelwal', ' Akhil Kansal', ' Kuldeep Parewa']",Titan Capital,100000.0,Pre-seed,2020,Consumables,3,1
2020-03-10,FabHotels,2015,Gurugram,"['Adarsh Manpuria', ' Vaibhav Aggarwal']","RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Series A,2020,Hospitality,2,2
2020-03-10,Mihup,2016,Kolkata,"['Biplab Chakraborty', ' Sandipan Chattopadhyay', ' Sandipan Mandal', ' Tapan Barman']","Ideaspring Capital, Accel",1500000.0,Series A,2020,Technology,4,2
2020-03-10,Livspace,2014,Bangalore,"['Anuj Srivastava', ' Ramakant Sharma', ' Shagufta Anurag']","Tahoe Investment Group, Mercer Investment",60000000.0,Series D,2020,Other,3,2
2020-03-10,Tesco Charge Zone,2016,Gujarat,['Kartikey Hariyani'],Mumbai Angels Network,3000000.0,Series A,2020,Energy,1,1
2020-03-10,SOAL,2017,Mumbai,"['Pratik Agarwal', ' Raj Desai', ' Varsha Bhambhani']","Krishnan Menon, Srinivas Kollipara",1000000.0,Series A-1,2020,Education,3,2
2020-03-11,GoMechanic,2016,Delhi,"['Amit Bhasin', ' Kushal Karwa', ' Nitin Rana', ' Rishabh Karwa']","Chiratae Ventures, Sequoia Capital, Orios Venture Partners",14700000.0,Series B,2020,Automotive,4,3
2020-03-11,InVideo,2017,Mumbai,"['Harsh Vakharia', ' Pankit Chheda', ' Sanket Shah']","Base Partners, Sequoia Capital India",15000000.0,Series A,2020,Media/Entertainment,3,2
2020-03-11,ERPNext,2008,Mumbai,['Rushabh Mehta'],Rainmatter,1000000.0,Series A,2020,Technology,1,1
2020-03-12,Fashor,2017,Chennai,"['Vikram Kankaria', ' Priyanka Kankaria']",Sprout venture partners,1000000.0,Pre-series A,2020,Lifestyle,2,1
2020-03-12,WizKlub,2018,Bangalore,['Amit Bansal'],Incubate Fund India,982530.0,Seed Funding,2020,Education,1,1
2020-03-12,Legal Salah,2015,Kolkata,['CA Abhinit Singh'],I2I Capitals,1000000.0,Seed,2020,Technology,1,1
2020-03-12,Chargebee,2011,San Francisco,"['KP Saravanan', ' Krish Subramanian', ' Rajaraman Santhanam', ' Thiyagarajan T']","Accel, Steadview Capital",55000000.0,Series F,2020,Technology,4,2
2020-03-13,Unacademy,2015,Bangalore,"['Gaurav Munjal', ' \u200eRoman Saini\u200e']","Nexus Venture Partners, Sequoia Capital",150000000.0,Series A,2020,Education,2,2
2020-03-13,Rebel Foods,2011,Mumbai,"['Jaydeep Barman', ' Kallol Bannerjee']",Coatue Management,26500000.0,Series E2,2020,Consumables,2,1
2020-03-14,Tessol,2016,Mumbai,['Rajat Gupta'],1Funds Domestic Scheme,160000.0,Series A,2020,Logistics,1,1
2020-03-14,Krimanshi,2016,Jodhpur,['Nikhil Bohra'],Arunachal Pradesh Social Entrepreneurship Meet,20000.0,Series A,2020,Technology,1,1
2020-03-14,Invento Robotics,2016,Bangalore,"['Balaji Viswanathan', ' Be Limitless Inc.', ' Zingfin.com', ' NalandaU']","Windrose Capital, ITI Growth Opportunities Venture Fund",281300.0,Seed Round,2020,Technology,4,2
2020-03-15,Thrive,2020,Mumbai,"['Dhruv Dewan', ' Krishi Fagwani']","Whiteboard Capital, Ahimsa Capital",3000000.0,Pre-series A,2020,Consumables,2,2
2020-03-15,Credgenics,2018,Gurugram,"['Anand Agrawal', ' Mayank Khera', ' Rishabh Goel']","Accel India, Breadlake Ventures",3000000.0,Pre-series A,2020,FinTech,3,2
2020-03-16,ECOSTP,2017,Bangalore,"['Simar Kohli', ' Tharun Kumar', ' Praseed KK']",Terwilliger Centre,19000000.0,Series A,2020,Other,3,1
2020-03-17,UzhavarBumi,2017,Tamil Nadu,"['Vetrivel Palani', ' Paneerselvam']",Angel Network,3000000.0,Series A,2020,Consumables,2,1
2020-03-18,Bira91,2015,Bangalore,['Ankur Jain'],"Sequoia Capital, Sofina",20000000.0,Series C,2020,Consumables,1,2
2020-03-18,Yap,2016,Chennai,"['Madhusudanan R', ' Muthukumar and Prabhu']",BeeNext,4500000.0,Series A,2020,FinTech,2,1
2020-03-18,Dot Pvt. Ltd,2016,Gurugram,['Shailaz Nag'],"PayU, Fosun RZ Capital",8000000.0,Seed Round,2020,FinTech,1,2
2020-03-18,GalaxyCard,2017,Gurugram,"['Amit Kumar', ' Gunjeet Singh']",India Accelerator,3000000.0,Seed,2020,FinTech,2,1
2020-03-18,PhoneParLoan,2015,Delhi,['Ringaile Noq'],Accelerator MOX,3000000.0,Series A,2020,FinTech,1,1
2020-03-18,Strata,2019,Bangalore,"['Lodha', ' Priyanka Rathore']","Propstack, SAIF Partners",19067328.0,Series A,2020,Real Estate,2,2
2020-03-18,Protinus Fashion Networking Pvt Ltd,2015,Mumbai,"['Nikhil Hegde', ' Amit Bhardwaj']",SucSEED Ventures,3000000.0,Pre-series A,2020,Lifestyle,2,1
2020-03-19,FreshtoHome,2015,Bangalore,['Shan Kadavil'],"Ascent Capital, Iron Pillar",121000000.0,Series C,2020,E-Commerce,1,2
2020-03-19,Spoonshot,2015,Bangalore,"['Kishan Vasani', ' Sai Sreenivas Kodur']","SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,2020,Consumables,2,2
2020-03-19,Cube Wealth,2018,Mumbai,"['Satyen Kothari', ' Beenext', ' Asuka Holding']","Beenext, Asuka Holding",500000.0,Mid series,2020,Technology,3,2
2020-03-20,Mera Cashier,2019,Noida,"['Suneel Kumar', ' Sucharita Reddy', ' Gaurav Tomar', ' Akhilesh Nigam', '']","Amit Singal, Manish Aggarwal",250000.0,Seed Round,2020,FinTech,5,2
2020-03-20,SignalX,2018,Hyderabad,"['Govind Balachandran', ' Zakir Wahab', ' Piyush Arora']","9Unicorns, 3Lines VC, Hyderabad Angels",800000.0,Seed,2020,Technology,3,3
2020-03-21,DMI Group,2008,Delhi,"['Shivashish Chatterjee', ' Yuvraja Singh']",NXC Corporation,123000000.0,Series A,2020,Finance,2,1
2020-03-22,SquadStack,2014,San Francisco,"['Apurv Agrawal', ' Kanika Jain', ' Rishabh Ladha', ' Vikas Gulati']","Chiratae Ventures, Blume Ventures",5000000.0,Series A,2020,Technology,4,2
2020-03-22,Fullife,2011,Mumbai,['Varun Khanna'],Amansa Capital,6609000.0,Series A,2020,Healthcare,1,1
2020-03-23,NirogStreet,2016,Gurugram,['Ram N Kumar'],"Wavemaker Partners, Subho Ray",2000000.0,Pre-series A,2020,Other,1,2
2020-03-23,Milkbasket,2015,Gurugram,['Anant Goel'],Inflection Point Ventures,5500000.0,Series A,2020,Logistics,1,1
2020-03-24,Setu,2016,Bangalore,"['Sahil Kini', ' Nikhil Kumar']","Lightspeed Venture, Falcon Edge, Bharat Inclusive Technologies Seed Fund.",14259000.0,Series A,2020,FinTech,2,3
2020-03-24,LetsTransport,2015,Bangalore,"['Pushkar Singh', ' Sudarshan Ravi', ' Ankit Parasher']",Innoven Capital,1715000.0,Series A,2020,Technology,3,1
2020-03-24,Jumbotail,2015,Bangalore,"['Ashish Jhina', ' Karthik Venkateswaran']",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020,E-Commerce,2,1
2020-03-25,CodingNinjas,2016,Delhi,"['Singla', ' Kannu Mittal', ' Dhawal Parate']",Info Edge Ltd,5200000.0,Series A,2020,Education,3,1
2020-03-25,Zomato,2008,Gurugram,"['Deepinder Goyal', ' Gaurav Gupta', ' Pankaj Chaddah']","Kora, Tiger Global Management",52000000.0,Series A,2020,Consumables,3,2
2020-03-25,Aesthetic Nutrition,2018,Bangalore,['Divij Bajaj'],DSG Consumer Partners,3000000.0,Pre-series A,2020,Consumables,1,1
2020-03-25,Assiduus,2016,Bangalore,['Somdutta Singh'],VC Firm K Partners,1000000.0,Series A,2020,E-Commerce,1,1
2020-03-25,PurohitJi,2016,Bangalore,['Nakerikanti Harish'],Bhadresh,3000000.0,Series A,2020,Other,1,1
2020-03-25,Eggoz,2017,Bihar,['Uttam Kumar'],"Tracxn Labs, Angellist, Tri-Deep Capital",329000.0,Seed Round,2020,Technology,1,3
2020-03-26,Awifs,2015,Delhi,['Amit Ramani'],"Bisque Limited, Link Investment Trust.",5200000.0,Series A,2020,Other,1,2
